Temps(s),Température air (°C),Température point de rosée (°C),Nature des précipitations,Vitesse du vent (m/s),Rayonnement global (W/m2),Rayonnement atmosphérique (W/m2)
5004000.00,16.32,8.61,0.18,1.09,47.55,298.36
5007600.00,15.04,8.56,0.00,0.51,0.55,297.91
5011200.00,13.90,8.31,0.00,0.40,0.00,284.82
5014800.00,12.06,8.16,0.00,0.00,0.00,269.73
5018400.00,11.09,8.16,0.00,0.10,0.00,292.55
5022000.00,11.23,8.31,0.00,0.93,0.00,301.64
5025600.00,10.95,8.28,0.00,0.30,0.00,293.18
5029200.00,10.26,7.91,0.00,0.51,0.00,265.36
5032800.00,9.97,7.85,0.09,0.51,0.00,282.09
5036400.00,9.75,7.56,0.00,0.00,0.00,287.09
5040000.00,8.72,6.89,0.00,0.00,2.36,289.27
5043600.00,9.66,8.00,0.00,0.00,46.18,340.73
5047200.00,12.78,9.63,0.00,1.21,285.73,335.27
5050800.00,15.35,9.15,0.00,2.68,455.64,288.82
5054400.00,15.86,8.82,0.00,2.85,433.82,327.36
5058000.00,15.83,8.54,0.00,2.65,251.09,359.55
5061600.00,16.32,8.61,0.00,3.01,421.55,357.73
5065200.00,17.70,8.88,0.00,3.13,774.09,335.73
5068800.00,18.15,8.77,0.00,2.75,463.27,361.64
5072400.00,17.92,8.67,0.00,2.85,329.09,362.55
5076000.00,17.80,9.43,0.00,2.05,131.09,367.82
5079600.00,17.66,10.00,0.00,2.05,153.27,365.09
5083200.00,17.24,10.34,0.00,2.07,144.91,360.91
5086800.00,16.88,10.55,0.00,1.34,63.64,361.55
5090400.00,16.48,10.73,0.00,1.11,25.82,351.73
5094000.00,15.60,10.62,0.00,1.01,0.82,327.55
5097600.00,14.90,11.03,0.18,0.30,0.00,348.45
5101200.00,13.99,10.87,0.55,0.71,0.00,319.55
5104800.00,13.82,10.37,0.45,0.71,0.00,325.00
5108400.00,13.15,9.69,0.00,0.00,0.00,293.91
5112000.00,11.67,9.17,0.00,0.00,0.00,295.82
5115600.00,10.86,8.85,0.00,0.00,0.00,297.36
5119200.00,10.09,8.35,0.00,0.00,0.00,296.09
5122800.00,9.82,8.29,0.09,0.00,0.00,336.00
5126400.00,10.65,9.16,0.00,0.00,0.00,349.18
5130000.00,11.38,9.84,0.36,0.00,15.45,361.45
5133600.00,12.09,10.77,0.91,0.00,66.36,375.91
5137200.00,13.12,11.85,0.91,0.00,131.27,365.91
5140800.00,13.83,12.35,0.64,0.00,42.82,378.45
5144400.00,14.57,12.55,0.18,0.38,169.36,401.09
5148000.00,16.50,12.07,0.00,1.21,286.09,405.73
5151600.00,16.43,10.79,0.00,2.75,281.45,374.55
5155200.00,17.37,10.63,0.00,2.65,504.64,364.18
5158800.00,18.40,10.51,0.00,2.75,478.09,355.91
5162400.00,18.10,10.80,0.00,2.42,216.91,366.82
5166000.00,17.01,11.11,0.00,2.15,110.27,366.09
5169600.00,17.22,10.69,0.00,2.05,128.45,363.27
5173200.00,16.83,11.11,0.00,1.82,114.00,334.82
5176800.00,15.99,11.24,0.00,0.58,17.64,296.36
5180400.00,14.91,11.39,0.00,0.00,0.82,306.82
5184000.00,13.64,11.28,0.00,0.00,0.00,342.36
5187600.00,13.63,11.49,0.00,0.00,0.00,355.82
5191200.00,13.83,11.93,0.00,0.00,0.00,368.00
5194800.00,14.09,12.23,0.00,0.00,0.00,361.27
5198400.00,14.08,12.03,0.00,0.51,0.00,328.00
5202000.00,14.00,11.49,0.00,0.30,0.00,316.27
5205600.00,12.58,10.85,0.00,0.00,0.00,328.36
5209200.00,12.48,11.09,0.00,0.00,0.00,363.64
5212800.00,13.05,11.64,0.09,0.00,0.00,366.91
5216400.00,13.85,12.32,0.00,0.00,31.45,363.73
5220000.00,15.35,12.94,0.00,0.73,80.09,370.36
5223600.00,16.60,12.76,0.00,1.64,276.91,355.27
5227200.00,17.77,12.08,0.00,1.94,325.00,342.45
5230800.00,18.40,12.07,0.00,2.15,305.55,371.27
5234400.00,19.29,12.51,0.00,2.45,652.00,353.36
5238000.00,19.64,12.22,0.00,2.75,457.27,376.82
5241600.00,20.02,12.21,0.00,2.47,472.09,371.09
5245200.00,20.64,12.88,0.00,2.47,577.18,348.45
5248800.00,21.74,12.59,0.00,2.75,812.27,336.45
5252400.00,21.13,12.84,0.00,1.84,282.09,364.73
5256000.00,21.03,12.93,0.00,2.32,320.27,346.82
5259600.00,20.05,13.58,0.00,2.10,120.18,358.36
5263200.00,19.64,13.61,0.00,1.41,53.82,341.18
5266800.00,18.45,13.51,0.00,0.68,0.18,320.82
5270400.00,16.60,12.82,0.00,0.00,0.00,295.73
5274000.00,15.06,12.40,0.00,0.00,0.00,292.82
5277600.00,13.58,11.67,0.00,0.00,0.00,289.27
5281200.00,12.31,10.78,0.00,0.00,0.00,287.36
5284800.00,11.32,9.91,0.00,0.00,0.00,284.18
5288400.00,10.38,9.10,0.00,0.00,0.00,301.82
5292000.00,10.47,9.40,0.09,0.00,0.00,350.36
5295600.00,10.96,10.02,0.00,0.00,0.00,358.64
5299200.00,10.90,10.03,0.00,0.00,0.82,359.82
5302800.00,10.98,10.18,0.00,0.00,32.64,356.00
5306400.00,11.66,10.91,0.00,0.00,97.73,364.36
5310000.00,12.26,11.55,0.00,0.00,192.27,367.18
5313600.00,14.44,13.59,0.00,0.00,499.36,317.82
5317200.00,19.00,14.55,0.00,0.10,710.45,311.00
5320800.00,22.28,12.82,0.00,0.20,694.82,330.36
5324400.00,23.00,12.28,0.00,1.04,628.91,353.91
5328000.00,23.74,11.71,0.00,1.79,597.73,357.64
5331600.00,24.42,11.12,0.00,2.07,616.55,341.73
5335200.00,24.45,10.74,0.00,2.05,444.82,342.55
5338800.00,24.06,12.14,0.00,1.79,378.09,337.27
5342400.00,24.14,12.28,0.00,2.05,336.55,326.36
5346000.00,23.01,13.21,0.00,1.87,136.45,342.64
5349600.00,21.92,13.78,0.00,1.57,45.73,326.55
5353200.00,19.50,13.51,0.00,0.20,0.18,312.36
5356800.00,18.05,13.51,0.00,0.00,0.00,321.45
5360400.00,16.73,13.38,0.00,0.00,0.00,328.91
5364000.00,16.03,13.32,0.00,0.00,0.00,363.18
5367600.00,15.70,13.31,0.00,0.00,0.00,347.09
5371200.00,14.98,12.99,0.00,0.00,0.00,328.64
5374800.00,14.37,12.68,0.00,0.00,0.00,343.18
5378400.00,14.26,12.75,0.00,0.00,0.00,342.09
5382000.00,13.87,12.47,0.00,0.00,0.00,339.73
5385600.00,13.62,12.37,0.00,0.00,0.00,332.64
5389200.00,14.06,12.92,0.00,0.00,65.55,326.00
5392800.00,15.52,13.97,0.00,0.00,71.64,362.45
5396400.00,17.34,13.36,0.09,0.68,206.36,361.09
5400000.00,18.25,12.41,0.36,2.90,214.91,370.73
5403600.00,18.49,12.45,0.00,2.17,426.73,365.45
5407200.00,19.79,11.66,0.00,3.01,762.73,337.27
5410800.00,20.08,11.34,0.00,3.69,872.00,327.73
5414400.00,20.09,10.33,0.00,3.59,700.73,330.82
5418000.00,20.17,9.52,0.00,4.22,851.36,310.55
5421600.00,20.09,8.15,0.00,3.74,765.00,300.64
5425200.00,19.53,7.53,0.00,3.66,493.27,313.27
5428800.00,18.47,7.43,0.00,3.23,264.18,314.82
5432400.00,16.58,8.66,0.00,3.26,101.18,293.00
5436000.00,15.21,8.67,0.00,2.07,25.55,278.91
5439600.00,14.17,8.54,0.00,1.64,0.45,299.55
5443200.00,13.78,8.46,0.00,1.19,0.00,311.00
5446800.00,13.35,8.54,0.00,0.40,0.00,321.91
5450400.00,12.69,8.73,0.00,0.00,0.00,332.55
5454000.00,12.13,8.94,0.00,0.00,0.00,323.73
5457600.00,11.10,8.52,0.00,0.00,0.00,286.27
5461200.00,10.62,8.49,0.00,0.00,0.00,298.55
5464800.00,9.74,7.63,0.00,0.00,0.00,262.00
5468400.00,8.12,6.36,0.00,0.00,0.00,251.68
5472000.00,6.82,5.21,0.00,0.00,1.55,250.45
5475600.00,7.36,5.70,0.00,0.00,85.36,260.91
5479200.00,10.90,7.79,0.00,0.00,240.27,261.36
5482800.00,14.38,8.42,0.00,0.20,457.64,274.73
5486400.00,16.73,7.69,0.00,2.07,651.82,324.73
5490000.00,17.32,7.34,0.00,2.55,504.55,314.82
5493600.00,18.27,7.05,0.00,2.95,460.91,330.45
5497200.00,18.65,6.91,0.00,2.55,435.91,346.91
5500800.00,19.73,7.05,0.00,2.17,495.36,344.00
5504400.00,20.11,6.64,0.00,2.80,452.18,338.64
5508000.00,20.70,6.74,0.00,2.75,443.55,351.00
5511600.00,20.01,7.01,0.00,2.35,189.18,341.27
5515200.00,19.32,7.52,0.00,1.62,84.82,303.55
5518800.00,19.22,7.64,0.00,1.64,128.09,293.27
5522400.00,18.56,8.23,0.00,1.31,43.82,287.91
5526000.00,16.06,8.28,0.00,0.10,0.18,276.55
5529600.00,14.03,8.37,0.00,0.00,0.00,274.82
5533200.00,12.13,8.06,0.00,0.10,0.00,273.55
5536800.00,11.98,7.70,0.00,0.51,0.00,273.27
5540400.00,10.34,7.12,0.00,0.00,0.00,267.64
5544000.00,8.46,6.22,0.00,0.00,0.00,264.18
5547600.00,7.42,5.55,0.00,0.00,0.00,264.73
5551200.00,6.68,4.94,0.00,0.00,0.00,262.55
5554800.00,6.04,4.36,0.00,0.00,0.00,261.45
5558400.00,5.57,4.01,0.00,0.00,1.00,259.00
5562000.00,6.42,4.68,0.00,0.00,71.18,260.82
5565600.00,9.77,6.87,0.00,0.00,259.73,268.73
5569200.00,13.32,8.31,0.00,0.00,433.55,280.73
5572800.00,16.74,9.53,0.00,0.00,593.36,293.00
5576400.00,19.33,9.45,0.00,0.00,728.00,302.82
5580000.00,21.04,9.25,0.00,0.18,829.09,309.82
5583600.00,22.49,9.55,0.00,0.38,879.73,316.91
5587200.00,23.57,9.88,0.00,0.38,873.18,321.55
5590800.00,24.61,10.58,0.00,0.45,813.18,325.91
5594400.00,25.47,10.34,0.00,0.45,704.18,326.09
5598000.00,25.99,10.03,0.00,0.20,561.09,325.18
5601600.00,26.23,10.59,0.00,0.58,391.45,326.27
5605200.00,26.18,11.19,0.00,0.00,203.73,323.36
5608800.00,24.60,12.47,0.00,0.10,32.27,320.45
5612400.00,20.39,13.39,0.00,0.00,0.00,311.64
5616000.00,17.59,12.90,0.00,0.00,0.00,306.09
5619600.00,15.51,12.21,0.00,0.00,0.00,300.18
5623200.00,13.82,11.33,0.00,0.00,0.00,297.00
5626800.00,12.64,10.52,0.00,0.00,0.00,293.45
5630400.00,11.83,9.98,0.00,0.00,0.00,290.18
5634000.00,11.05,9.32,0.00,0.00,0.00,288.27
5637600.00,10.21,8.55,0.00,0.00,0.00,287.27
5641200.00,9.71,8.17,0.00,0.00,0.00,285.55
5644800.00,9.18,7.64,0.00,0.00,0.91,283.18
5648400.00,10.00,8.24,0.00,0.00,67.18,283.64
5652000.00,13.24,10.15,0.00,0.00,252.91,291.00
5655600.00,18.42,11.40,0.00,0.00,424.27,312.73
5659200.00,21.11,12.44,0.00,0.83,566.09,320.18
5662800.00,23.53,13.75,0.00,0.40,715.27,330.82
5666400.00,24.97,14.15,0.00,0.58,634.18,353.00
5670000.00,25.99,13.72,0.00,1.14,592.73,386.00
5673600.00,25.58,12.69,0.00,2.73,371.18,389.91
5677200.00,22.31,14.41,0.45,2.15,50.45,393.36
5680800.00,16.58,15.31,0.55,1.64,86.00,385.73
5684400.00,16.93,15.41,0.00,0.10,170.64,377.73
5688000.00,17.34,15.37,0.00,0.00,46.73,367.09
5691600.00,17.21,15.45,0.00,0.20,23.36,366.73
5695200.00,16.65,15.24,0.27,0.28,4.18,375.00
5698800.00,16.28,15.05,0.00,0.10,1.91,367.64
5702400.00,15.76,14.69,0.00,0.00,0.00,341.45
5706000.00,15.11,14.11,0.00,0.00,0.00,311.73
5709600.00,14.45,13.55,0.00,0.00,0.00,333.18
5713200.00,14.85,13.85,0.00,0.76,0.00,382.45
5716800.00,15.31,14.13,0.00,0.00,0.00,384.09
5720400.00,15.52,14.36,0.00,0.00,0.00,374.73
5724000.00,15.64,14.54,0.00,0.00,0.00,379.73
5727600.00,15.75,14.68,0.00,0.00,0.00,380.09
5731200.00,15.63,14.46,0.00,0.00,0.00,381.64
5734800.00,15.57,14.26,0.00,0.00,0.64,383.18
5738400.00,15.66,14.24,0.00,0.00,9.64,381.55
5742000.00,15.37,14.11,0.45,0.10,50.18,379.82
5745600.00,16.67,15.12,0.00,0.20,351.00,374.91
5749200.00,17.62,14.67,0.00,1.06,267.45,369.09
5752800.00,17.55,14.96,0.00,0.51,188.45,379.64
5756400.00,18.32,15.06,0.00,0.48,321.91,373.18
5760000.00,19.33,14.53,0.00,1.72,448.73,359.82
5763600.00,18.91,14.33,0.00,1.14,312.36,361.09
5767200.00,19.24,14.29,0.00,1.44,320.18,375.00
5770800.00,18.41,13.81,0.18,1.82,71.09,383.09
5774400.00,16.34,14.19,1.00,0.96,36.82,390.00
5778000.00,15.69,14.35,0.18,0.00,29.00,397.09
5781600.00,15.58,14.22,0.73,0.00,6.91,397.91
5785200.00,15.11,13.79,0.09,0.00,2.00,398.45
5788800.00,14.74,13.59,0.00,0.00,0.00,398.27
5792400.00,14.38,13.34,0.00,0.00,0.00,397.00
5796000.00,13.54,12.52,0.00,0.00,0.00,392.73
5799600.00,12.35,11.34,0.00,0.00,0.00,386.27
5803200.00,11.59,10.67,0.00,0.00,0.00,382.36
5806800.00,11.60,10.76,0.00,0.00,0.00,382.91
5810400.00,11.81,11.02,0.00,0.00,0.00,375.82
5814000.00,11.59,10.82,0.00,0.00,0.00,373.18
5817600.00,11.48,10.74,0.00,0.00,0.91,349.45
5821200.00,11.14,10.40,0.00,0.00,31.91,326.18
5824800.00,11.77,11.08,0.00,0.00,90.55,305.82
5828400.00,13.44,12.73,0.00,0.20,255.09,336.00
5832000.00,16.00,12.37,0.00,1.16,359.45,354.18
5835600.00,16.54,11.34,0.00,1.36,255.00,343.82
5839200.00,17.56,10.85,0.00,1.59,605.73,330.09
5842800.00,18.45,10.58,0.00,1.89,651.36,326.18
5846400.00,18.75,10.80,0.00,2.35,641.00,336.00
5850000.00,18.45,10.76,0.00,1.72,362.36,346.91
5853600.00,18.40,11.19,0.00,2.17,377.91,353.73
5857200.00,18.01,11.13,0.00,1.97,159.82,363.09
5860800.00,17.48,11.12,0.00,1.49,71.73,364.82
5864400.00,17.16,10.84,0.00,1.64,71.73,350.18
5868000.00,16.48,10.48,0.00,0.76,26.82,312.55
5871600.00,15.45,10.18,0.00,0.20,0.00,325.45
5875200.00,14.37,9.82,0.00,0.20,0.00,302.82
5878800.00,13.37,9.10,0.00,0.20,0.00,304.00
5882400.00,12.15,8.98,0.00,0.30,0.00,276.18
5886000.00,10.55,8.19,0.00,0.00,0.00,260.55
5889600.00,9.07,7.27,0.00,0.00,0.00,257.73
5893200.00,8.07,6.53,0.00,0.00,0.00,256.36
5896800.00,7.05,5.62,0.00,0.00,0.00,254.55
5900400.00,6.81,5.47,0.00,0.00,0.00,307.36
5904000.00,7.33,6.05,0.00,0.00,0.00,305.18
5907600.00,7.72,6.53,0.00,0.00,42.18,330.73
5911200.00,8.95,7.81,0.00,0.00,204.00,282.91
5914800.00,12.13,9.25,0.00,0.00,430.73,263.91
5918400.00,15.59,9.26,0.00,0.10,585.55,283.09
5922000.00,17.62,8.26,0.00,0.91,754.64,289.09
5925600.00,19.22,7.46,0.00,2.55,827.64,303.27
5929200.00,19.57,9.53,0.00,2.65,579.82,361.09
5932800.00,19.92,10.72,0.00,2.55,634.91,363.36
5936400.00,19.61,11.20,0.00,2.75,480.00,363.09
5940000.00,20.61,11.48,0.00,3.43,821.55,330.45
5943600.00,19.49,11.73,0.00,2.90,434.18,341.91
5947200.00,18.03,12.08,0.00,2.10,211.09,345.09
5950800.00,16.96,12.31,0.00,1.41,86.73,342.45
5954400.00,15.65,12.75,0.27,0.68,1.91,376.64
5958000.00,14.97,13.17,0.45,0.00,0.00,381.09
5961600.00,14.90,13.40,0.45,0.10,0.00,384.91
5965200.00,14.47,11.23,0.00,1.82,0.00,370.36
5968800.00,13.21,9.32,0.00,0.40,0.00,354.73
5972400.00,12.50,10.15,0.00,0.10,0.00,341.09
5976000.00,11.75,10.02,0.00,0.00,0.00,327.82
5979600.00,11.66,10.14,0.00,0.10,0.00,339.45
5983200.00,11.71,10.28,0.27,0.00,0.00,329.00
5986800.00,11.63,10.31,0.00,0.00,0.00,346.45
5990400.00,11.63,10.38,0.09,0.00,0.09,320.82
5994000.00,11.24,9.90,0.00,0.20,16.91,315.82
5997600.00,11.29,9.03,0.00,2.27,101.09,327.82
6001200.00,11.91,6.92,0.00,2.90,305.18,272.45
6004800.00,12.26,6.33,0.00,3.28,267.73,333.82
6008400.00,13.17,6.77,0.00,3.21,362.55,334.09
6012000.00,13.95,7.04,0.00,2.95,372.45,343.73
6015600.00,15.04,6.95,0.00,3.71,591.64,321.91
6019200.00,15.68,7.22,0.00,2.88,523.91,324.64
6022800.00,16.18,7.07,0.00,3.41,623.27,327.45
6026400.00,17.21,5.36,0.00,4.39,658.27,310.91
6030000.00,17.46,5.32,0.00,4.32,656.45,300.18
6033600.00,16.98,5.24,0.00,4.09,410.73,277.18
6037200.00,16.01,5.52,0.00,3.74,180.36,262.45
6040800.00,14.66,5.52,0.00,2.15,32.55,267.55
6044400.00,13.07,5.61,0.00,1.49,0.00,261.55
6048000.00,11.12,5.65,0.00,0.81,0.00,263.64
6051600.00,9.40,5.58,0.00,0.30,0.00,254.55
6055200.00,8.27,4.95,0.00,0.00,0.00,243.64
6058800.00,7.05,4.43,0.00,0.00,0.00,242.64
6062400.00,5.89,3.66,0.00,0.00,0.00,241.45
6066000.00,4.69,2.79,0.00,0.00,0.00,237.73
6069600.00,3.84,2.12,0.00,0.00,0.00,237.00
6073200.00,3.21,1.58,0.00,0.00,0.00,236.55
6076800.00,2.87,1.31,0.00,0.00,0.27,253.27
6080400.00,3.68,2.20,0.00,0.00,49.00,246.18
6084000.00,6.77,4.79,0.00,0.00,216.82,259.09
6087600.00,10.52,6.20,0.00,0.00,438.45,258.73
6091200.00,14.51,7.20,0.00,1.84,570.45,278.73
6094800.00,15.83,6.72,0.00,2.83,734.64,278.82
6098400.00,16.97,7.01,0.00,2.35,828.82,288.82
6102000.00,17.59,7.16,0.00,2.35,720.36,313.45
6105600.00,17.92,7.14,0.00,2.35,526.00,315.00
6109200.00,18.70,6.99,0.00,2.68,762.91,315.27
6112800.00,19.07,7.07,0.00,3.03,620.82,302.36
6116400.00,18.88,7.08,0.00,2.55,419.64,301.55
6120000.00,18.79,7.01,0.00,2.45,370.00,284.73
6123600.00,18.05,7.15,0.00,1.94,130.64,280.45
6127200.00,16.50,7.60,0.00,0.83,17.55,275.73
6130800.00,14.39,7.85,0.00,0.40,0.00,269.82
6134400.00,12.41,7.28,0.00,0.00,0.00,266.18
6138000.00,10.39,7.00,0.00,0.00,0.00,263.00
6141600.00,9.20,6.48,0.00,0.00,0.00,260.55
6145200.00,8.21,5.93,0.00,0.00,0.00,258.00
6148800.00,7.38,5.40,0.00,0.00,0.00,258.00
6152400.00,6.50,4.70,0.00,0.00,0.00,256.00
6156000.00,5.80,4.14,0.00,0.00,0.00,255.18
6159600.00,5.26,3.62,0.00,0.00,0.00,255.18
6163200.00,4.86,3.22,0.00,0.00,0.09,254.27
6166800.00,5.42,3.76,0.00,0.00,53.27,254.18
6170400.00,8.57,5.95,0.00,0.00,243.36,258.18
6174000.00,11.53,7.56,0.00,0.00,422.27,268.00
6177600.00,16.02,8.66,0.00,0.20,587.27,280.36
6181200.00,18.96,8.33,0.00,0.66,726.27,290.00
6184800.00,19.97,8.75,0.00,1.72,827.64,296.00
6188400.00,21.20,9.24,0.00,1.79,880.64,300.91
6192000.00,22.30,9.37,0.00,1.49,876.64,304.82
6195600.00,23.23,9.86,0.00,1.39,812.18,310.27
6199200.00,23.80,10.94,0.00,0.81,700.18,313.45
6202800.00,24.29,11.53,0.00,0.68,514.64,314.00
6206400.00,24.58,12.05,0.00,0.51,376.55,313.18
6210000.00,24.15,12.22,0.00,0.20,153.09,309.64
6213600.00,22.15,12.62,0.00,0.10,13.18,306.00
6217200.00,19.07,12.46,0.00,0.00,0.00,300.55
6220800.00,16.15,12.16,0.00,0.00,0.00,295.55
6224400.00,14.18,11.30,0.00,0.00,0.00,289.82
6228000.00,12.61,10.43,0.00,0.00,0.00,285.64
6231600.00,11.50,9.58,0.00,0.00,0.00,283.09
6235200.00,10.50,8.79,0.00,0.00,0.00,280.73
6238800.00,9.65,8.05,0.00,0.00,0.00,278.45
6242400.00,9.06,7.57,0.00,0.00,0.00,276.36
6246000.00,8.47,7.08,0.00,0.00,0.00,295.55
6249600.00,8.08,6.91,0.00,0.00,0.00,306.82
6253200.00,8.44,7.42,0.00,0.00,28.27,332.55
6256800.00,9.70,8.80,0.00,0.00,144.27,322.55
6260400.00,12.70,11.61,0.00,0.00,384.64,284.27
6264000.00,17.84,13.01,0.00,0.00,572.91,296.55
6267600.00,21.32,12.68,0.00,0.20,684.09,307.27
6271200.00,22.60,12.30,0.00,0.51,844.36,321.73
6274800.00,23.46,12.25,0.00,0.68,820.09,330.27
6278400.00,24.58,11.67,0.00,0.40,705.36,335.27
6282000.00,24.53,11.26,0.09,1.14,601.36,355.27
6285600.00,24.93,11.29,0.09,1.62,634.36,349.73
6289200.00,25.08,10.20,0.09,1.29,525.09,316.18
6292800.00,24.84,8.67,0.27,1.89,375.82,299.00
6296400.00,24.37,8.24,0.00,0.86,192.00,292.18
6300000.00,21.66,12.50,0.09,0.68,22.09,292.91
6303600.00,18.68,12.52,0.00,0.30,0.00,287.55
6307200.00,17.24,11.98,0.00,0.00,0.00,282.91
6310800.00,15.68,11.61,0.00,0.00,0.00,279.64
6314400.00,14.33,11.11,0.00,0.71,0.00,277.82
6318000.00,12.87,10.43,0.00,1.01,0.00,273.64
6321600.00,11.61,9.40,0.00,0.20,0.00,268.00
6325200.00,9.76,8.03,0.00,0.00,0.00,262.73
6328800.00,8.62,7.10,0.00,0.00,0.00,299.82
6332400.00,8.97,7.70,0.00,0.00,0.00,343.82
6336000.00,8.91,7.85,0.00,0.00,0.00,349.55
6339600.00,8.93,7.98,0.00,0.00,26.45,345.82
6343200.00,9.35,8.48,0.00,0.00,94.09,351.36
6346800.00,10.38,9.58,0.00,0.00,189.18,351.00
6350400.00,13.34,12.30,0.18,0.00,548.27,291.64
6354000.00,18.77,13.11,0.18,0.00,690.73,298.82
6357600.00,21.98,12.74,0.00,0.86,794.73,310.73
6361200.00,23.35,12.01,0.09,1.46,855.00,315.00
6364800.00,24.12,12.70,0.64,1.74,832.18,323.64
6368400.00,24.33,14.01,1.00,1.92,781.36,333.82
6372000.00,24.21,14.42,1.00,2.27,685.05,346.77
6375600.00,22.91,14.35,1.00,1.57,289.18,363.91
6379200.00,21.98,14.05,1.00,1.57,157.36,366.09
6382800.00,21.10,13.76,0.45,1.41,74.91,363.73
6386400.00,20.08,13.48,0.55,0.51,16.18,341.45
6390000.00,18.85,13.21,0.00,0.00,0.00,365.36
6393600.00,17.74,13.19,0.00,0.00,0.00,323.00
6397200.00,16.31,12.91,0.00,0.00,0.00,335.36
6400800.00,15.58,12.85,0.00,0.00,0.00,328.91
6404400.00,14.63,12.43,0.00,0.00,0.00,321.73
6408000.00,14.09,12.16,0.00,0.00,0.00,352.00
6411600.00,14.22,12.37,0.09,0.00,0.00,368.09
6415200.00,14.02,12.19,0.00,0.00,0.00,369.36
6418800.00,13.95,12.15,0.09,0.00,0.00,360.55
6422400.00,13.86,12.05,0.00,0.00,0.00,366.82
6426000.00,13.89,12.05,0.00,0.10,32.00,352.45
6429600.00,14.52,12.16,0.00,0.00,145.82,311.55
6433200.00,16.76,12.41,0.00,0.00,406.55,300.00
6436800.00,18.44,12.45,0.00,0.20,540.82,299.91
6440400.00,19.59,12.59,0.00,0.40,609.91,317.55
6444000.00,21.01,12.20,0.00,0.20,794.64,315.45
6447600.00,22.15,11.16,0.00,0.61,729.18,318.64
6451200.00,22.90,10.73,0.00,0.38,616.36,334.82
6454800.00,23.55,10.09,0.00,0.96,670.27,327.64
6458400.00,23.85,10.92,0.00,1.46,642.91,325.82
6462000.00,23.62,11.03,0.00,1.64,360.73,322.36
6465600.00,22.73,9.80,0.00,1.84,223.64,340.36
6469200.00,22.00,9.21,0.00,1.36,90.82,327.18
6472800.00,20.75,11.13,0.00,0.00,13.73,347.09
6476400.00,19.48,11.85,0.00,0.00,0.00,345.45
6480000.00,17.73,12.16,0.00,0.00,0.00,335.09
6483600.00,16.24,12.33,0.00,0.00,0.00,350.36
6487200.00,15.37,12.16,0.00,0.00,0.00,333.45
6490800.00,13.89,11.45,0.00,0.00,0.00,277.36
6494400.00,11.98,10.14,0.00,0.00,0.00,272.00
6498000.00,10.39,8.73,0.00,0.00,0.00,268.00
6501600.00,9.15,7.61,0.00,0.00,0.00,265.45
6505200.00,8.10,6.60,0.00,0.00,0.00,267.18
6508800.00,7.37,5.91,0.00,0.00,0.27,268.64
6512400.00,7.78,6.35,0.00,0.00,44.09,279.64
6516000.00,10.16,8.34,0.00,0.00,198.82,283.27
6519600.00,13.66,10.08,0.00,0.00,406.45,291.27
6523200.00,16.54,11.01,0.09,0.30,407.09,343.00
6526800.00,18.25,11.09,0.00,0.20,554.73,343.64
6530400.00,20.05,9.69,0.00,0.66,590.82,351.18
6534000.00,20.36,9.74,0.00,1.21,441.55,373.91
6537600.00,19.53,10.39,0.18,1.21,402.45,370.00
6541200.00,18.98,11.68,0.18,0.00,324.36,375.18
6544800.00,20.56,12.63,0.00,0.71,491.91,347.55
6548400.00,21.12,12.40,0.00,1.57,354.09,344.45
6552000.00,21.16,10.89,0.00,1.72,298.00,329.64
6555600.00,20.25,10.29,0.00,0.98,133.64,308.09
6559200.00,18.50,10.00,0.00,0.58,35.00,308.36
6562800.00,16.25,10.49,0.09,0.00,0.00,309.73
6566400.00,14.51,10.63,0.73,0.00,0.00,320.09
6570000.00,13.51,10.53,0.55,0.00,0.00,342.27
6573600.00,13.76,11.00,0.55,0.00,0.00,326.36
6577200.00,14.08,11.34,0.64,0.10,0.00,296.91
6580800.00,14.73,11.94,0.64,0.00,0.00,364.73
6584400.00,14.91,12.74,0.18,0.00,0.00,378.73
6588000.00,14.70,13.20,0.18,0.18,0.00,374.09
6591600.00,14.45,13.21,0.00,0.00,0.00,356.36
6595200.00,14.04,12.90,0.00,0.00,0.00,344.73
6598800.00,13.16,11.72,0.00,0.00,32.91,274.09
6602400.00,14.28,11.42,0.00,0.00,144.55,301.27
6606000.00,15.29,11.22,0.00,0.00,313.64,310.09
6609600.00,17.10,11.39,0.00,0.10,481.45,313.36
6613200.00,18.12,10.74,0.00,0.20,589.91,310.64
6616800.00,19.68,9.14,0.00,1.01,868.82,301.73
6620400.00,20.19,8.34,0.00,1.36,860.82,300.82
6624000.00,21.37,7.56,0.00,1.34,816.82,309.18
6627600.00,22.24,6.55,0.00,2.17,838.18,308.00
6631200.00,21.86,7.33,0.00,2.30,393.55,325.45
6634800.00,20.68,9.58,0.00,3.13,340.00,325.18
6638400.00,19.21,11.33,0.00,2.55,291.82,334.91
6642000.00,17.36,10.84,0.00,2.27,56.64,305.36
6645600.00,16.04,10.34,0.00,1.54,9.09,302.64
6649200.00,14.88,9.66,0.00,0.58,0.00,294.64
6652800.00,13.97,9.58,0.00,0.40,0.00,297.45
6656400.00,13.53,9.45,0.00,0.48,0.00,287.82
6660000.00,13.10,8.92,0.00,1.49,0.00,299.36
6663600.00,13.27,8.38,0.00,1.87,0.00,342.09
6667200.00,13.09,7.48,0.00,1.79,0.00,345.36
6670800.00,12.86,7.52,0.00,1.16,0.00,348.91
